(take-unit-four oscar phys-ed national-four)
(take-unit-four oscar pc-passport adv-higher)
(take-unit-four oscar english higher)
(take-unit-four oscar numeracy year-one)
(take-unit-four oscar history adv-higher)
(take-unit-four travis phys-ed national-four)
(take-unit-four travis mandarin higher)
(take-unit-four travis textiles year-three)
(take-unit-four travis urdu national-five)
(take-unit-four travis drama year-two)
(take-unit-four leo mandarin national-four)
(take-unit-four leo philosophy national-five)
(take-unit-four leo graph-comm year-two)
(take-unit-four leo gaelic adv-higher)
(take-unit-four leo music-tech year-one)
(take-unit-four grace textiles national-four)
(take-unit-four grace numeracy year-one)
(take-unit-four grace italian higher)
(take-unit-four grace physics adv-higher)
(take-unit-four grace latin higher)
(take-unit-four ava music-tech year-one)
(take-unit-four ava politics adv-higher)
(take-unit-four ava latin year-three)
(take-unit-four ava graph-comm national-five)
(take-unit-four ava comp-sci year-one)
(take-unit-four ivy lifeskills higher)
(take-unit-four ivy urdu year-three)
(take-unit-four ivy design-manufacture year-one)
(take-unit-four ivy chemistry year-two)
(take-unit-four ivy numeracy year-one)
(take-unit-four freddie modern-studies year-one)
(take-unit-four freddie modern-studies year-three)
(take-unit-four freddie numeracy year-two)
(take-unit-four freddie philosophy year-one)
(take-unit-four freddie design-manufacture year-one)
(take-unit-four caleb pc-passport year-one)
(take-unit-four caleb urdu higher)
(take-unit-four caleb english year-two)
(take-unit-four caleb design-manufacture higher)
(take-unit-four caleb german higher)
(take-unit-four finn biology year-one)
(take-unit-four finn drama year-three)
(take-unit-four finn german adv-higher)
(take-unit-four finn admin-it higher)
(take-unit-four finn numeracy national-four)
(take-unit-four sienna mandarin year-two)
(take-unit-four sienna admin-it year-one)
(take-unit-four sienna pc-passport year-one)
(take-unit-four sienna admin-it adv-higher)
(take-unit-four sienna practical-woodwork national-five)
